articolo_id,slug,status,chars_it,chars_en,error_msg,timestamp
0320fb82-7d60-4459-ad8d-ca0baab6b5ec,"meeting-points-serving-playing-working-reflecting",ok,28,34,"",2026-05-07T21:45:21.133Z
02f6efbe-a03b-4319-b4b3-7a2f65fd7b75,"a-blade-of-grass",ok,29,20,"",2026-05-07T21:45:20.948Z
037bf822-257e-4e11-a8e1-30f14f1cd2fb,"fede-e-luces-1978-pilgrimage-to-assisi-a-preparation",ok,60,56,"",2026-05-07T21:45:22.996Z
039a7adf-bbce-4fc0-845f-e82cd7a343e2,"behavior-problems-in-children-intervention-strategies",ok,29,22,"",2026-05-07T21:45:23.089Z
03b0edd9-eb67-4d83-9382-4621066c6c84,"the-ogre-downstairs-a-review",ok,61,63,"",2026-05-07T21:45:25.082Z
03c2c87a-bc72-4713-9876-3899ffd22f5a,"the-keys-to-the-house",ok,66,74,"",2026-05-07T21:45:25.084Z
03c68c9a-c3c4-44be-a6b1-8bf076798da4,"edinburgh-the-international-gathering-august-19-1990",ok,108,108,"",2026-05-07T21:45:27.108Z
03d48b32-0cb4-44c3-8b14-cca81b19a892,"johanns-i-have-loved-you-all-a-review",ok,46,44,"",2026-05-07T21:45:27.110Z
03fbb8ad-34f3-4b65-a18c-aa19c696b60f,"the-orchard-of-forgotten-fruits-inside-il-muschio",ok,29,23,"",2026-05-07T21:45:29.069Z
03db6556-84ab-457c-a85e-110b4afad2b7,"the-father-and-the-stranger-a-review",ok,60,67,"",2026-05-07T21:45:29.028Z
04038500-b251-42c4-86e9-6addc3c0e6c1,"i-almost-gave-up",ok,71,66,"",2026-05-07T21:45:30.963Z
04067856-b51c-4266-acf1-f26ef843b7be,"becoming-a-mother",ok,28,34,"",2026-05-07T21:45:31.067Z
04142ee1-c604-4d65-bb4f-cf52a2cdda4e,"stones-in-the-river-a-reckoning-with-difference",ok,58,64,"",2026-05-07T21:45:32.860Z
041afac9-2cb1-45a3-95b9-4d087ac86f18,"my-patience-has-limits",ok,55,60,"",2026-05-07T21:45:33.096Z
04353ca6-60e6-4447-ae94-ae98e5a54450,"a-teacher-of-lettersgateway-to-life",ok,28,34,"",2026-05-07T21:45:34.852Z
04434c12-7aa2-4250-972b-f76be8fa2e24,"jun-a-graphic-memoir",ok,64,60,"",2026-05-07T21:45:35.435Z
0443dc97-1853-4358-9f76-f3b9ab9c3d43,"two-new-faith-and-light-communities-celebrate-in-umbria",ok,69,73,"",2026-05-07T21:45:36.754Z
04457d85-ed9c-4438-b437-5a2717a6e47a,"in-praise-of-fragility-a-review",ok,34,33,"",2026-05-07T21:45:37.384Z
0451a133-9bb2-45bb-9493-6992ba111418,"faith-and-light-regional-updates-issue-121",ok,27,31,"",2026-05-07T21:45:38.719Z
049ddfe6-19db-41df-bfb3-d12d71317b06,"stolen-pensions",ok,187,188,"",2026-05-07T21:45:39.284Z
04a8fcfb-9c81-47ca-9834-48b95a7e55a1,"now-she-can-rest",ok,25,26,"",2026-05-07T21:45:41.214Z
04b05d3e-0fb5-4f21-b933-88a0516efe9e,"the-year-of-the-tiger-begins",ok,23,22,"",2026-05-07T21:45:41.382Z
0502ae60-c8f3-4b4e-a0b9-7aa61eeb262b,"how-faith-and-light-teams-work-together",ok,28,34,"",2026-05-07T21:45:43.120Z
050eefaf-d38e-4539-8684-1d6bce1e12dd,"four-days-hand-in-hand",ok,95,108,"",2026-05-07T21:45:43.261Z
0532f879-7357-466f-a219-b508db42521b,"don-gnocchi-a-life-for-others-book-review",ok,23,19,"",2026-05-07T21:45:45.003Z
05475ec6-f50d-4f78-a2ce-cf173448ad33,"another-way-of-seeing",ok,20,21,"",2026-05-07T21:45:45.193Z
055190b3-5d28-4bf8-9eef-691cb5fc0485,"we-cannot-be-peter-pan-forever",ok,241,246,"",2026-05-07T21:45:46.910Z
05640d60-699d-4926-a19e-4cf527408655,"like-penguins-in-the-desert-a-review",ok,67,68,"",2026-05-07T21:45:47.111Z
05e0fae8-5957-42bb-a7d5-a829808e6811,"true-connections",ok,107,115,"",2026-05-07T21:45:49.134Z
0581ea16-504a-4338-a656-a5f5f486566a,"the-language-of-flowers-a-review",ok,72,67,"",2026-05-07T21:45:49.058Z
05e20f40-5537-4182-bbab-0dc422883680,"we-celebrate-the-birth-of-a-child-parents-of-children-with-disabilities",ok,28,34,"",2026-05-07T21:45:51.122Z
0633c829-9174-451b-83a1-77150676ee7c,"john-paul-ii-and-people-with-disabilities",ok,43,46,"",2026-05-07T21:45:51.446Z
0690a48f-ed6f-44f8-b206-a33870ee18d6,"for-children-carlo",ok,67,73,"",2026-05-07T21:45:53.243Z
06ae136e-2181-4999-abeb-a4ec32ad240f,"liesje-my-daughter-book-review",ok,114,111,"",2026-05-07T21:45:53.478Z
06fa5c9e-acf8-4715-82af-a6ee6acacad1,"people-with-multiple-disabilities",ok,28,34,"",2026-05-07T21:45:55.235Z
071f6466-60b2-475d-995b-4c58bbe4b81e,"sex-education-for-people-with-handicaps",ok,24,31,"",2026-05-07T21:45:55.473Z
073577a1-6056-4310-807d-0e8fbe8014bd,"do-we-dare-trigger-the-avalanche",ok,57,62,"",2026-05-07T21:45:57.133Z
07598f77-3a43-444f-8648-65b7f9035105,"why-we-fear-the-migrantand-what-it-says-about-us",ok,47,52,"",2026-05-07T21:45:57.353Z
075b2bf5-afe5-426f-9cc2-29c3d4155271,"open-dialogue-no-53",ok,56,72,"",2026-05-07T21:45:59.278Z
077361ae-3382-4020-b141-e122026a3614,"a-visit-to-loyola-university-rome",ok,50,50,"",2026-05-07T21:45:59.399Z
078c4525-09e2-41d0-8b0e-f25914349710,"i-chose-my-brother",ok,28,33,"",2026-05-07T21:46:01.221Z
078eb7a2-5765-4484-aa3e-b9ec9a8668a6,"julia-jean-and-the-tyranny-of-normal",ok,125,125,"",2026-05-07T21:46:01.351Z
0795c75e-cd28-47e2-bfbd-d8789180375b,"open-dialogue-no-148",ok,11,11,"",2026-05-07T21:46:03.136Z
07a52278-d733-43f4-b071-67b8fa9d6f5e,"a-fathers-calling",ok,67,76,"",2026-05-07T21:46:03.512Z
07cd73c6-00d8-4c00-8556-b3e8b4411f1a,"proud-of-myself",ok,50,38,"",2026-05-07T21:46:04.992Z
08642ecf-fc45-4928-ac9a-8322dbe094a7,"for-don-francesco-thirty-years-of-love",ok,75,81,"",2026-05-07T21:46:05.365Z
093eab25-b725-4504-b7d2-f0e2c2b3fde9,"a-change-of-heart",ok,29,22,"",2026-05-07T21:46:07.426Z
0879c1b1-7d5f-4d10-b018-e79cf042a6ab,"year-after-year-christmas-still-moves-us",ok,89,86,"",2026-05-07T21:46:06.825Z
0988042f-975b-41c9-8782-043b578531be,"mothers-of-courage-and-beyond",ok,48,63,"",2026-05-07T21:46:09.401Z
09539d60-96bd-400d-b487-b10281b15226,"the-gift-and-the-city-review",ok,72,71,"",2026-05-07T21:46:09.214Z
09b32951-6b94-45b1-a835-e6d24b733710,"teaching-independence-patience-persistence-and-sometimes-toughness",ok,25,31,"",2026-05-07T21:46:11.345Z
0a496773-073c-452e-8daa-73bc1365cdf3,"the-silence-of-the-world-a-review",ok,62,63,"",2026-05-07T21:46:12.742Z
0a8d1f86-384e-4199-8c6e-40229a2a8218,"life-faith-and-light-no-5",ok,28,33,"",2026-05-07T21:46:13.164Z
0a97a142-0d5b-4a0e-aecb-12243144a8a0,"faith-and-light-life-together",ok,54,58,"",2026-05-07T21:46:14.938Z
0aa207de-43eb-40b6-a002-eaef7e8766f5,"lift-your-eyes",ok,94,96,"",2026-05-07T21:46:15.033Z
0abac0ca-0273-456e-aad0-d0a56c3d3dd9,"master-bakers-in-31-small-homes",ok,57,54,"",2026-05-07T21:46:16.988Z
0aefd6d5-9381-49e7-bc7d-89a79575f31a,"aspergers-children",ok,33,36,"",2026-05-07T21:46:17.176Z
0b3691a1-146d-4cd8-8ffa-943a8ae238a3,"indoor-games-to-beat-the-boredom",ok,25,32,"",2026-05-07T21:46:19.039Z
0b5053c0-b57a-4584-8cb6-96bc3ad2df42,"at-baglionis-concert-which-doesnt-feature-tozzi",ok,41,39,"",2026-05-07T21:46:19.054Z
0b52b137-dc0d-4e49-b304-0df4d075a892,"venice-immersive-virtual-reality-comes-to-the-biennale",ok,45,45,"",2026-05-07T21:46:20.970Z
0b594fca-9a9d-4f3e-8b0d-17f10034b203,"rediscovering-the-domestic-church",ok,41,42,"",2026-05-07T21:46:21.110Z
0b6c239e-6ac8-445b-a530-325ffc1aab9a,"from-our-communities-no-126",ok,27,32,"",2026-05-07T21:46:22.821Z
0b9c03c6-e526-4c0d-a008-f99e03c0db35,"scared-ride-again-for-freea-day-at-romes-luneur",ok,52,58,"",2026-05-07T21:46:22.976Z
0bb86ebf-1272-4685-a99c-8e5c49220759,"stronger-than-their-killers-the-writings-of-seven-trappist-monks",ok,57,62,"",2026-05-07T21:46:24.646Z
0c4c8e2d-c185-4fcf-95d0-6517c6e21dba,"teenagers-abandoned-to-fate",ok,52,42,"",2026-05-07T21:46:24.856Z
0c7f1e3a-15a8-481f-ba9a-a98c58c760ab,"finding-beauty-in-hidden-places",ok,148,155,"",2026-05-07T21:46:26.831Z
0c6005fd-6c4e-4754-bf26-3a73185f1975,"baris-shining-path",ok,61,68,"",2026-05-07T21:46:26.564Z
0c9dcfda-a945-4b5e-b3c7-9030ce1aaea3,"i-suffer-therefore-we-are-book-review",ok,78,82,"",2026-05-07T21:46:28.946Z
0cce0779-20ce-4ed7-9591-de895790289b,"faith-and-light-3",ok,28,34,"",2026-05-07T21:46:29.054Z
0cead8dc-8b0f-45ba-b37d-c728b599046c,"as-you-are-a-child-psychiatrists-log-book-review",ok,100,94,"",2026-05-07T21:46:31.050Z
0cfbee9b-562a-4d68-b6f2-6695ec464297,"voices-from-the-ombre-e-luci-archives",ok,28,34,"",2026-05-07T21:46:31.487Z
0d08d7c9-441b-47e3-8c09-9f64a48cc474,"when-waiting-becomes-encounter",ok,97,100,"",2026-05-07T21:46:33.031Z
0d135a40-cfc6-47fa-ad7b-fc930d553292,"mr-rain-and-lda-are-one",ok,36,38,"",2026-05-07T21:46:33.436Z
0d6c6ad6-45c6-4dbd-94a7-cd17637b81f1,"vacation-a-time-to-rest-restore-and-come-alive-again",ok,28,33,"",2026-05-07T21:46:35.033Z
0d82c431-9373-40eb-af34-d456d7eee7ce,"a-rebel-boy",ok,159,153,"",2026-05-07T21:46:35.359Z
0d98dadf-12ad-4309-a6fb-ae9ec25313ee,"sex-education-for-people-with-disabilities-a-book-offers-answers",ok,24,31,"",2026-05-07T21:46:36.917Z
0d9a7871-0d49-4d69-8a39-c224f37209b1,"a-handful-of-joy",ok,90,88,"",2026-05-07T21:46:37.392Z
0dcf0bb2-aa2e-46a8-9d8f-b31c3db71a76,"a-village-without-barriers-a-welcome-surprise",ok,17,25,"",2026-05-07T21:46:38.795Z
0e452a72-038c-4e56-a7f9-e3edb88f2ead,"from-conference-to-commitment",ok,90,86,"",2026-05-07T21:46:39.272Z
0e8c34b4-d8b9-481f-b193-251039a52485,"a-promise-kept",ok,28,34,"",2026-05-07T21:46:40.705Z
0f00da35-43f8-4982-9ebf-b9af8c678672,"faces-a-poem-by-helene",ok,40,42,"",2026-05-07T21:46:41.203Z
0f4bb922-379f-478d-aa40-3f0f26a0a116,"an-open-conversationfor-pope-francis",ok,68,59,"",2026-05-07T21:46:43.041Z
0f218b54-17a3-4817-b3ad-0763749b5a8a,"im-twelve-and-im-a-go-go-dancer-they-call-me-princess-stories-of-bullies-lolitas-and-other-children",ok,130,151,"",2026-05-07T21:46:42.623Z
0f9078ed-2cbc-453f-a996-fc6f9cf017ed,"when-those-close-to-you-turn-away",ok,75,89,"",2026-05-07T21:46:44.894Z
0fb5d391-6522-4229-9597-b75ec1307135,"signs-of-hope",ok,108,101,"",2026-05-07T21:46:45.307Z
0fd6005c-b5dc-4015-a9a2-bb6b7e1468df,"twenty-letters",ok,54,54,"",2026-05-07T21:46:46.937Z
0fdd4e37-2128-4ed1-8913-306bcc0d99e6,"3-the-protagonists-the-faces-of-fede-e-luce-the-handicapped-parents-friends-and-priests",ok,81,74,"",2026-05-07T21:46:47.268Z
0fed7a0b-89a7-43ab-bbf1-1c7f7ac2ed14,"your-word-is-for-everyonehenri-bissonnier",ok,25,32,"",2026-05-07T21:46:49.101Z
1023a967-28f1-41b6-b7e5-9d7ae679a3b7,"before-its-too-late",ok,28,34,"",2026-05-07T21:46:49.188Z
1059bf2b-fc58-4cb6-8a70-6e5d681f001a,"two-documentaries-on-survival-chernobyl-and-afghanistan",ok,46,46,"",2026-05-07T21:46:51.086Z
1075c83e-ad7e-4590-9b4c-596f25ec428d,"come-down-a-little-farther",ok,67,75,"",2026-05-07T21:46:51.134Z
108571d5-b00a-4a4f-a301-29ccd50c3fd8,"paola-came-to-live-with-us-comunita-nicodemo",ok,123,133,"",2026-05-07T21:46:52.927Z
109a7e81-4089-419a-9b12-ebf18d31cc23,"me-really-me",ok,39,45,"",2026-05-07T21:46:53.033Z
10ef3460-24a4-4e34-97a5-e5a542456be5,"healing-through-listening",ok,29,20,"",2026-05-07T21:46:54.933Z
110190a5-256a-4288-90f2-b578be5a8cb7,"our-two-meter-puppy",ok,28,34,"",2026-05-07T21:46:54.948Z
1107909f-6894-4d01-8e11-a782473d3993,"in-darios-house",ok,28,34,"",2026-05-07T21:46:56.710Z
112034be-b006-4429-bd79-397652e8eaea,"we-are-grateful-for-this-the-story-of-giannis-parents",ok,17,24,"",2026-05-07T21:46:57.206Z
116bf671-f0b9-4cfc-b350-79ab1b9ec6ea,"who-knows-the-silent-strength-of-fathers-a-voice-often-unheard",ok,64,74,"",2026-05-07T21:46:59.070Z
1182149c-a8d2-4238-9409-7ad33f659acd,"where-else-but-in-the-church",ok,34,39,"",2026-05-07T21:46:59.238Z
1186e7f9-f8c7-41c0-98aa-a8dbce8a277f,"come-forth-people-with-strength",ok,48,48,"",2026-05-07T21:47:01.058Z
11877a7e-5daa-49cc-a7f1-c37745cee9a2,"friday-gatherings",ok,61,54,"",2026-05-07T21:47:01.089Z
1189dbd8-c3ac-47b0-a9c1-1297df1f4b21,"finding-my-own-way-one-womans-path-to-independence",ok,59,53,"",2026-05-07T21:47:02.979Z
11f71b47-1e9d-43fb-86d1-1743e3fcc60c,"fragility-on-screen-what-to-watch-from-romes-film-festival",ok,86,89,"",2026-05-07T21:47:03.083Z
121e319f-22a9-43e0-87ac-8b9af8e41281,"the-gift-of-walking-together",ok,80,72,"",2026-05-07T21:47:04.976Z
120dfaa0-2baa-48ee-b9ef-a8b9b54c4f05,"after-were-gone",ok,28,32,"",2026-05-07T21:47:04.787Z
12d163a2-5a41-4fec-b05f-874ab5a543f0,"a-handbook-on-disability",ok,29,20,"",2026-05-07T21:47:06.838Z
133a08f5-b087-41f3-944d-c11fbb80b578,"the-people-behind-the-scenes",ok,73,61,"",2026-05-07T21:47:06.943Z
134468e6-6780-4747-a582-bcbee54b1c65,"five-acts",ok,28,34,"",2026-05-07T21:47:08.634Z
138f303e-3256-4818-9467-5d90d1c74deb,"open-dialogue-no-155",ok,56,66,"",2026-05-07T21:47:08.823Z
13a50121-17d2-4257-bf9b-4046243baf76,"earth-and-dust-when-two-discarded-lives-find-each-other",ok,65,68,"",2026-05-07T21:47:10.556Z
13aa4899-ccab-4e72-86cc-6f015d0b1b39,"what-a-mess-coronavirus-and-people-with-disabilities",ok,21,21,"",2026-05-07T21:47:10.785Z
13b0dc07-16a6-43dc-9b6b-53d18efd4f7e,"living-ordinary-lives",ok,146,149,"",2026-05-07T21:47:12.444Z
13c8bbb8-1279-4bb6-a06b-b5f08f5eaa41,"stopping-choosing-making-a-difference",ok,73,75,"",2026-05-07T21:47:12.566Z
13ee38e3-5956-48ba-81b6-bb2ecdca90e7,"anna-smiles-in-the-rain",ok,41,35,"",2026-05-07T21:47:14.471Z
14005719-6487-4a95-8dd6-f454a6f295f5,"take-and-eat-all-of-you",ok,34,40,"",2026-05-07T21:47:14.636Z
140dd084-83a8-4209-8f12-d7766832ad1e,"hope-in-everyday-life-raising-our-son-with-myopathy",ok,34,40,"",2026-05-07T21:47:16.388Z
141aeade-2a97-4fd3-9e32-c0e69579b893,"don-zeno-the-obedient-rebel",ok,73,71,"",2026-05-07T21:47:16.556Z
142e811d-66d4-4539-b739-29a108d17b7a,"better-to-dance-than-rage",ok,42,46,"",2026-05-07T21:47:18.254Z
1439daa1-1730-4451-bf5e-523cf6c709ad,"my-god-how-hard-it-is-to-live-through-suffering",ok,55,58,"",2026-05-07T21:47:18.415Z
144b24cf-d276-45cc-a5d7-a2729d432b5b,"and-i-stayed",ok,103,100,"",2026-05-07T21:47:20.172Z
145332d3-73ad-4559-aad0-d1b08f3affff,"fans-of-access",ok,38,50,"",2026-05-07T21:47:20.356Z
149323a3-0c4e-4ec5-9e56-0940b4b4f1f8,"how-insieme-was-born-the-newsletter-of-faith-and-light",ok,48,51,"",2026-05-07T21:47:22.098Z
14e1946a-b2aa-48d7-9d85-5626b04866cf,"objects-tell-storiesextraordinary-tales-of-ordinary-things-a-review",ok,103,107,"",2026-05-07T21:47:22.416Z
14fa6e37-042c-4c3e-acf6-ffcddbfa0f9a,"helping-him-become-a-man",ok,28,33,"",2026-05-07T21:47:23.902Z
1515bba4-c963-44f5-86bc-90ea0316b324,"my-child-with-down-syndrome",ok,28,34,"",2026-05-07T21:47:24.402Z
15170f09-865d-4282-a82b-ad02470de35f,"the-fight-for-inclusion-a-book-review",ok,62,63,"",2026-05-07T21:47:25.695Z
155bed73-fdde-44ba-ac2e-2abdd7e50af3,"fede-e-luce-we-are-here-too",ok,55,55,"",2026-05-07T21:47:26.370Z
1570ca21-c400-4029-a847-413f56318712,"when-an-afternoon-lasts-forty-years",ok,98,128,"",2026-05-07T21:47:27.556Z
157648a7-249d-4046-b611-261b26de651a,"a-letter-of-hope-to-parents",ok,52,58,"",2026-05-07T21:47:28.948Z
15909db2-e4a5-4db1-97df-fa03cdae6840,"the-blind-man-who-didnt-want-to-see-titanic",ok,81,90,"",2026-05-07T21:47:29.434Z
15932eb0-e5fa-4d8a-bd1b-bf8cb7951aec,"open-forum-no-74",ok,56,65,"",2026-05-07T21:47:30.845Z
16090483-552f-4cc9-a344-4e202395be04,"close-your-eyes-and-look-at-me-living-disability-in-the-family-a-review",ok,68,70,"",2026-05-07T21:47:31.306Z
1679d60b-d981-49b1-9d2e-61f25d7cef21,"praying-on-a-chair-both-grand-and-simple",ok,49,55,"",2026-05-07T21:47:33.031Z
16b5c928-dacd-4086-ab50-db5c2cd8166f,"never-stop-believing-a-review",ok,40,28,"",2026-05-07T21:47:33.181Z
16fad091-3bf3-4728-8c3f-82aad58dad2e,"what-makes-something-truly-voluntary",ok,63,77,"",2026-05-07T21:47:35.046Z
16d9cc83-d4f6-4b3c-9fb8-6da9ab31b7ec,"scouting-and-disability",ok,29,27,"",2026-05-07T21:47:34.887Z
171153f4-346f-4192-86af-21bf373fdf97,"when-patients-cannot-speak-for-themselves-a-mothers-proposal",ok,56,56,"",2026-05-07T21:47:37.031Z
171fdd93-6e7e-4b5a-aebe-c86db4a551d3,"from-the-provinces-issue-130",ok,27,32,"",2026-05-07T21:47:37.185Z
17551cbe-8b3b-4491-b0b7-88518c7b37f5,"a-cradle-of-words-meeting-lifes-difficult-beginnings",ok,41,47,"",2026-05-07T21:47:38.970Z
1759d0f2-0af9-42a7-bb56-8aa8b42f14aa,"high-school-with-rett-syndrome",ok,42,39,"",2026-05-07T21:47:39.056Z
17911b94-569b-41f9-ae7a-2805af169000,"we-are-people-too",ok,34,39,"",2026-05-07T21:47:40.833Z
17c8d645-476f-4d9b-be5a-3ea2cde91c34,"the-light-of-community-lives-in-us",ok,67,80,"",2026-05-07T21:47:40.892Z
17dca422-a4fe-4d68-9be7-bffbe93e10e7,"coffee-or-pizza",ok,16,16,"",2026-05-07T21:47:42.796Z
17d971e7-b8a2-4d30-b2e0-ae0fdb8a7d46,"open-dialogue-no-142",ok,56,73,"",2026-05-07T21:47:42.763Z
17e16d4e-524f-432b-bb01-3eca3be0275d,"the-tuscolana-is-not-dragoncello",ok,17,19,"",2026-05-07T21:47:44.623Z
17f1575d-1f4e-4e06-a479-78aef86e31ab,"four-pages-in-voice-a-listeners-guide",ok,73,69,"",2026-05-07T21:47:44.654Z
1849144b-8753-423e-a708-89bfc10ae822,"fragile-lives-a-path-to-unity",ok,34,39,"",2026-05-07T21:47:46.396Z
18618fef-3e0f-495b-8f40-16a20381a6e7,"another-year-begins",ok,62,70,"",2026-05-07T21:47:46.537Z
1874f551-23cb-49ec-8b5b-52020ef9a09a,"breath-by-breath-yoga-for-children-and-adolescents-with-special-needs",ok,77,74,"",2026-05-07T21:47:48.230Z
1994170b-910c-43f8-8762-477b88ac0b4a,"piero-and-the-butterfly-caterpillara-review",ok,37,43,"",2026-05-07T21:47:49.380Z
199ed12c-484b-40e9-8cde-e7d87d6f350c,"hikari-a-family",ok,29,20,"",2026-05-07T21:47:50.180Z
19add60c-3c68-4393-8618-19bbb7d6edb2,"friends-in-paradise-a-review",ok,32,34,"",2026-05-07T21:47:51.332Z
19b3f857-ecb0-4536-94e3-d400672b3fed,"out-of-focus-a-review",ok,63,60,"",2026-05-07T21:47:51.908Z
1a1adbc1-a5e1-4efd-b90d-becaf66543bf,"hope-under-strain",ok,28,34,"",2026-05-07T21:47:53.225Z
1a4aea06-ea55-458e-8b44-89f0ec44c923,"everyone-gives-everyone-receives",ok,82,79,"",2026-05-07T21:47:53.927Z
1a87916f-1c07-45cb-887c-0e5b049aaa06,"il-carro-a-home-for-everyone",ok,55,61,"",2026-05-07T21:47:55.158Z
1addc51e-4eb7-4033-a050-34e09daeb2ae,"its-worth-living",ok,29,22,"",2026-05-07T21:47:55.834Z
1b316ccd-f481-44b9-8662-38d98c29e6d0,"a-transformation-from-below",ok,42,40,"",2026-05-07T21:47:57.201Z
1b5898ca-bba1-47ac-89f6-c0c97ca49044,"running-toward-francis",ok,47,46,"",2026-05-07T21:47:57.641Z
1b7e82b7-7c94-47cf-81c4-4a88d8ad2f80,"finding-dory-review",ok,82,76,"",2026-05-07T21:47:59.018Z
1b95d37a-c763-4372-bc66-8e437dcb01a2,"beneath-the-clocks-eye-review",ok,29,22,"",2026-05-07T21:47:59.613Z
1bb28312-c33f-45b8-baf1-e4d30368fe17,"what-if-we-rethought-the-shopping-trip",ok,106,102,"",2026-05-07T21:48:00.899Z
1bb5f3a1-3163-493f-aa3c-54201e15090a,"keeping-the-circle",ok,101,106,"",2026-05-07T21:48:01.403Z
1bba0938-8b3e-4433-ae66-2703f3d6c39b,"venice-82-when-reality-follows-you-into-the-cinema",ok,82,82,"",2026-05-07T21:48:02.987Z
1c1a852b-5f6b-471f-8820-b2d2e9516554,"staying-connected-even-when-im-not-always-there",ok,17,17,"",2026-05-07T21:48:03.359Z
1c29b5e9-102b-4f91-94f7-be57aba8692d,"the-other-people-living-with-disability",ok,29,20,"",2026-05-07T21:48:04.889Z
1c68a08a-0344-47b2-a674-f7cd918b7dfb,"jean-vanier-and-larche-a-communion-of-love",ok,29,20,"",2026-05-07T21:48:05.246Z
1ce235e5-544c-4ea4-afcb-deff7cd1ee2d,"remembering-nicole-the-most-honest-gift-is-the-gift-of-yourself",ok,42,50,"",2026-05-07T21:48:06.704Z
1cefd561-d473-47ae-9c68-5ac168ee8c80,"just-south-of-the-equator",ok,86,77,"",2026-05-07T21:48:07.015Z
1d1afe16-4e5a-43bc-9036-ce7ab67e6476,"happy-christmas",ok,28,33,"",2026-05-07T21:48:08.640Z
1d2edaa9-c992-4462-9ff1-1858e07f9082,"trapped-a-boys-journey-with-attention-deficit-disorder-without-hyperactivity",ok,42,48,"",2026-05-07T21:48:08.915Z
1d60baac-5af6-43ee-9264-f0c776bae43a,"what-about-the-right-to-study",ok,30,30,"",2026-05-07T21:48:10.820Z
1d45de13-f13a-4116-8f39-c10b29816d45,"tell-me-about-the-sea-inside-you-raising-an-autistic-son",ok,43,31,"",2026-05-07T21:48:10.561Z
1d83786b-d3b2-4826-8642-525223f2b225,"a-fathers-camino-walking-side-by-side-with-my-autistic-son",ok,37,37,"",2026-05-07T21:48:12.630Z
1d9f7a3d-1bc9-4fd8-abc0-e18ecf309bbd,"the-deaf-republica-review",ok,54,50,"",2026-05-07T21:48:12.824Z
1db31d35-0c12-4eb5-8a0e-89140dd5f601,"news-from-the-regions-no-142",ok,27,31,"",2026-05-07T21:48:14.519Z
1dcee5cf-cf14-499b-a7bb-5263bfea9a5b,"all-together",ok,90,98,"",2026-05-07T21:48:14.726Z
1de92e37-a058-4226-a0eb-4e1bc535dbb1,"a-token-of-freedombook-review",ok,32,26,"",2026-05-07T21:48:16.412Z
