id_en,slug_en,data_en_attuale,id_it,slug_it,data_it_nuova,azione
00c1d596-4375-44d3-95e1-85f637ea8287,new-technology-and-disability-handimatica-2002-whats-on-the-agenda,2002-09-01T00:00:00,175734ef-cadf-4f91-8c73-cf9399d78305,nuove-tecnologie-e-disabilita-handimatica-2002-di-cosa-si-parla,2002-09-01T09:24:16,UPDATE
00c5db78-03cd-4aa2-be34-622f9c72460d,when-i-becomes-we,2023-11-20T00:00:00,ede3004f-b032-4a2d-a96a-42bec96f92ef,se-io-diventa-noi,2023-11-20T09:03:13,UPDATE
00f98fde-d04d-413d-a7f2-a9e15b3190ee,a-serious-accident,1999-09-13T00:00:00,1893b7cc-fb57-4c59-a345-b62471a35239,hanno-avuto-un-grave-incidente,1999-09-13T07:54:35,UPDATE
0118178b-c37d-4f6e-b7b9-c5541b8c65e5,raising-an-autistic-child-at-home-an-act-of-love,2005-03-16T00:00:00,14277843-6047-4613-9a1f-b5351cd8eb4a,curare-lautismo-a-casa-un-opera-damore,2005-03-16T08:41:07,UPDATE
0119c70b-04c4-4745-846b-6c99e9c723d2,questions-and-answers-about-your-childs-future,1991-12-28T00:00:00,c1a18bf8-3fef-42ec-a740-085ede1e694c,domande-e-risposte-sul-domani-dei-nostri-figli,1991-12-28T10:38:21,UPDATE
0137deed-a4f2-4745-b8f9-938b5a529054,brick-by-brick,1979-09-16T00:00:00,27936de4-5088-41f7-a67c-d3747ee6568e,mattone-su-mattone,1979-09-16T19:20:34,UPDATE
0141f850-47b9-4dcd-996e-b46650d132a4,a-creative-workshop-in-pantigliate,2016-06-16T00:00:00,d03895b2-b216-4887-a767-a3e2d3ba428e,un-laboratorio-creativo-a-pantigliate,2016-06-16T09:50:14,UPDATE
0144e423-fe2c-44d8-a184-5c9434fe1a5b,gospel-imagination-and-intelligence,2020-11-12T00:00:00,89c8d840-8349-43ee-b8ee-49d9cb09089d,vangelo-immaginazione-e-intelligenza,2020-11-12T10:50:24,UPDATE
01556dc0-4ddd-413f-95e4-5240b5feb8e4,a-prophecy,2015-03-19T00:00:00,f42d896c-a849-49b7-aaed-110c8324f082,una-profezia,2015-03-19T10:50:08,UPDATE
015b4d28-d192-4483-a961-3445d098e30b,your-will-be-done,1980-12-16T00:00:00,8135f53f-a53f-4964-a204-a5d1b372ba10,sia-fatta-la-tua-volonta,1980-12-16T18:59:34,UPDATE
01796052-1cd7-4d7f-ab0e-30bf2c299420,giuseppe-conte-called-me,2020-04-24T00:00:00,4c253695-0f5d-4fdb-ab86-2060f1542002,mi-ha-telefonato-giuseppe-conte,2020-04-24T00:19:49,UPDATE
018e0455-8486-4efd-8738-19d36f814ffb,letters-from-our-communities-8ccd,1978-12-25T00:00:00,8ccd140e-19d7-43a2-9dd3-1913d4b91e17,ci-hanno-scritto-n-19,1978-12-25T09:30:34,UPDATE
019dbdf9-2f50-471b-8b9b-fbbb9cdb6123,the-centenarians-still-unfinished-work,2024-11-26T00:00:00,d965c79b-9ac4-4f5c-b056-f419ed243648,attualita-di-un-centenario,2024-11-26T12:31:08,UPDATE
01eb7350-397c-4f1e-b976-de50e5fd48a9,he-welcomed-me-in-the-tent,1979-06-16T00:00:00,e6b525ba-7611-4ba5-a96c-ab762ad2c04b,fu-in-tenda-che-mi-diede-il-benvenuto,1979-06-16T17:00:34,UPDATE
01fa9e04-4610-4f47-8563-40a7f48e9af1,careers-in-rehabilitation-and-special-education,1977-09-20T00:00:00,89a87a4c-7335-483f-9dc0-f5fd25524036,parliamo-di-ri-educazione,1977-09-20T09:15:34,UPDATE
020b0c9a-f94d-46da-9dc7-19ce08ae2d80,spontaneous-and-personal,2020-09-02T00:00:00,9b69135f-f1fe-461b-a39e-006d884bf150,estemporanea-e-personale,2020-09-02T00:33:05,UPDATE
0210ac82-38b7-4bca-9b7c-d630a6942bfb,giannis-work,1983-12-29T00:00:00,f76cd21d-1b32-49b3-8aff-af2b2a28083e,il-lavoro-di-gianni,1983-12-29T16:29:58,UPDATE
025a22cd-f3dc-4348-a59d-1c8ff8a01801,faith-and-light-in-armenia-and-iran,2012-03-16T00:00:00,4353e41e-8fea-475a-bd69-fb53ff9faa1c,fede-e-luce-in-armenia-iran,2012-03-16T09:50:58,UPDATE
025def1c-62fe-4f49-9d7b-46abc4ac26d9,elena-and-the-mystery,2005-06-17T00:00:00,759a28e5-5a89-40d7-bb8c-4cd1c80e61a7,elena-e-il-mistero,2005-06-17T15:48:12,UPDATE
02600e85-dde1-4a3e-b691-de6817eda737,living-longer-with-disability,2019-01-27T00:00:00,daed9249-a8fc-4546-a848-6370023d980b,longevita-nella-disabilita,2019-01-27T13:29:17,UPDATE
02769c1a-1f9d-4d60-908d-907d1c48b783,the-son-we-didnt-expect,2005-12-05T00:00:00,78b5768e-5a2d-45df-8d67-9bcf93bebfdb,un-figlio-sorpresa,2005-12-05T12:12:57,UPDATE
02a43467-5aba-4f43-a046-21c1cc08941e,faith-and-light-1975-annual-report,1975-12-03T00:00:00,0dd86432-0a36-4217-9c8c-1de84f833fc6,bilancio-fede-e-luce-1975,1975-12-03T10:15:34,UPDATE
02aeac05-4b6f-43f4-81d5-0fa671d28118,epilepsy-first-aid-guidelines,1985-06-29T00:00:00,144b9230-17bb-4f21-8b47-ebe30a00292f,epilessia-indicazioni-di-primo-intervento,1985-06-29T21:39:30,UPDATE
02aeceb5-dba5-463e-8162-9e709878b611,the-pedagogy-of-innocent-suffering-a-review,2016-12-16T00:00:00,b842c431-47cc-40e1-81b2-be1028190a72,pedagogia-del-dolore-innocente-recensione,2016-12-16T09:00:14,UPDATE
02b73473-36c6-4813-a869-2f3ad5a9c1d3,reaching-out-to-parents-of-children-with-disabilities,2007-12-12T00:00:00,4325a016-3e74-466a-b36d-ff40970e839c,avvicinare-i-genitori-di-ragazzi-con-disabiltia,2007-12-12T17:30:18,UPDATE
02b84f72-6737-4604-b623-8803e5c8d13b,summer-together-summer-newsletter-no-21,2020-08-07T00:00:00,f0856f08-59bb-40f7-aa00-06b809ef23d3,lestate-insieme-newsletter-estiva-n-21,2020-08-07T05:31:18,UPDATE
02f6efbe-a03b-4319-b4b3-7a2f65fd7b75,a-blade-of-grass,1991-06-21T00:00:00,7e3f71c7-b816-4bbd-8b3b-fc624e6fb318,storia-di-un-filo-derba,1991-06-21T09:45:29,UPDATE
02fcbdb5-e71d-47ea-9953-5e1db386bf95,a-son-has-been-given-to-us,2002-12-08T00:00:00,c5012b09-7c0b-42da-a344-b1e584a77205,ci-e-stato-dato-un-figlio,2002-12-08T13:41:17,UPDATE
03047da4-6382-4f6d-97b5-f100be1fffc6,does-ombre-e-luci-still-have-a-purpose,1999-06-16T00:00:00,19118003-f119-4390-9e82-e661d30603f3,ombre-e-luci-oggi-ha-ancora-senso,1999-06-16T13:43:55,UPDATE
0320fb82-7d60-4459-ad8d-ca0baab6b5ec,meeting-points-serving-playing-working-reflecting,1986-06-24T00:00:00,346d55b7-8d0f-4c39-b180-5cbabc5262f2,punti-incontro-servire-giocare-lavorare-riflettere,1986-06-24T12:36:24,UPDATE
03292f8b-55dd-468c-8525-cb4bbbe5e4fb,in-your-shoes-social-inclusion-through-student-action,2018-05-28T00:00:00,b8c7e1c0-69e6-4ed0-a218-90feb8c762bf,in-your-shoes-concorso-studenti-inclusione,2018-05-28T08:22:47,UPDATE
035b161a-e6e2-4c81-b7b4-59c8b0bc0374,i-get-along-with-everyone,2003-03-13T00:00:00,fba37699-9761-4de9-91f4-169b3bff831c,mi-trovo-bene-con-tutti,2003-03-13T16:16:42,UPDATE
036b3f68-38e8-45a5-bd24-1693c22fa2c0,we-all-need-to-get-away-sometimes,2019-12-13T00:00:00,189fd20b-2198-4f44-beb1-4e9a60859cf4,dobbiamo-svagarci,2019-12-13T08:30:45,UPDATE
037bf822-257e-4e11-a8e1-30f14f1cd2fb,fede-e-luces-1978-pilgrimage-to-assisi-a-preparation,1978-06-20T00:00:00,8966e48f-7442-4d7c-a81f-01a51fa2f1a6,preparazione-al-pellegrinaggio-fede-e-luce-ad-assisi-1978,1978-06-20T09:30:34,UPDATE
039a7adf-bbce-4fc0-845f-e82cd7a343e2,behavior-problems-in-children-intervention-strategies,1987-06-25T00:00:00,500e4b8c-7127-4c04-8e69-fb63c29c49c3,rivista-hd-problemi-comportamentali-le-strategie-dintervento,1987-06-25T13:05:26,UPDATE
03a53566-b677-4079-8c11-58589ef96f8e,our-great-friends-saint-joseph-of-copertino-the-flying-friar,1999-06-16T00:00:00,8b86fa89-e832-496d-b44c-6017ba1d3dd5,i-nostri-grandi-amici-san-giuseppe-da-copertino,1999-06-16T13:15:00,UPDATE
03af2108-f60c-46b0-88e4-bef32e3122b3,my-africa,2010-12-03T00:00:00,51cebab3-7021-421f-8a89-9c0fabd0f618,la-mia-africa,2010-12-03T17:10:12,UPDATE
03b0edd9-eb67-4d83-9382-4621066c6c84,the-ogre-downstairs-a-review,2025-05-20T00:00:00,fdf8a237-a6d3-4a66-943e-5b636ce615d7,lorco-del-piano-di-sotto-recensione,2025-05-20T08:40:18,UPDATE
03bf19b2-ec2f-433f-8734-f504bda833ea,moral-formation-and-the-disabled,1996-06-14T00:00:00,1b253602-701a-457c-9861-184d86ee11c5,formazione-morale-e-disabili,1996-06-14T17:30:06,UPDATE
03c2c87a-bc72-4713-9876-3899ffd22f5a,the-keys-to-the-house,2004-09-13T00:00:00,8d84b62a-caa8-4850-8a44-de663fb43f4f,le-chiavi-di-casa-film,2004-09-13T17:51:05,UPDATE
03c68c9a-c3c4-44be-a6b1-8bf076798da4,edinburgh-the-international-gathering-august-19-1990,1990-09-26T00:00:00,29c556f3-7447-468e-abc8-584f33edc276,incontro-internazionale-edimburgo-agosto-1990,1990-09-26T10:52:48,UPDATE
03d48b32-0cb4-44c3-8b14-cca81b19a892,johanns-i-have-loved-you-all-a-review,2000-03-28T00:00:00,fffa95d2-8d4b-45c6-842c-6875254c0093,il-libro-di-johann-io-vi-ho-amati-tu-recensionetti,2000-03-28T10:42:25,UPDATE
03d8897e-0df6-467c-a1e4-8d157d442906,iron-to-the-magnet,2009-12-10T00:00:00,c1eb0b24-0a71-47de-8a64-9ca597e631f2,come-il-ferro-con-la-calamita,2009-12-10T13:06:53,UPDATE
03db6556-84ab-457c-a85e-110b4afad2b7,the-father-and-the-stranger-a-review,2005-03-16T00:00:00,d4114ad3-9abb-4e2d-92b9-12489078b146,ii-padre-e-lo-straniero-recensione,2005-03-16T07:46:12,UPDATE
03eb0469-7a3c-44e5-ac18-dd5c878fc8bf,snapshot,2011-06-04T00:00:00,a241e9b6-2599-4522-9dff-540c5d992e66,istantanea,2011-06-04T19:45:14,UPDATE
03fab69d-68a0-493b-92e0-a760db8805cd,two-small-islands-of-light,1993-12-23T00:00:00,6a900cd9-d13d-426a-929c-c81a0fcc273c,due-piccole-isole-di-luce,1993-12-23T09:58:56,UPDATE
03fbb8ad-34f3-4b65-a18c-aa19c696b60f,the-orchard-of-forgotten-fruits-inside-il-muschio,2002-09-01T00:00:00,0ed7c3b7-9868-4128-bd78-6f3e5afe7459,il-parco-dei-frutti-dimenticati-associazione-il-muschio,2002-09-01T12:45:28,UPDATE
04038500-b251-42c4-86e9-6addc3c0e6c1,i-almost-gave-up,2025-07-02T10:54:27,8a8b7baf-bf56-48b7-8185-dc587e4b8563,io-stavo-per-mollare,2025-07-02T10:11:37,UPDATE
04067856-b51c-4266-acf1-f26ef843b7be,becoming-a-mother,2009-03-08T00:00:00,e1cda15a-7c0b-4384-ad76-78ae15d5a78e,ora-sto-diventare-mamma,2009-03-08T11:09:13,UPDATE
04142ee1-c604-4d65-bb4f-cf52a2cdda4e,stones-in-the-river-a-reckoning-with-difference,2005-03-16T00:00:00,7bce5e93-74f3-49ed-90c8-b566a87c64cd,come-pietre-nel-fiume-recensione,2005-03-16T07:44:04,UPDATE
041afac9-2cb1-45a3-95b9-4d087ac86f18,my-patience-has-limits,2007-06-03T00:00:00,67125a92-fb84-4242-b688-e6dcd2c0318c,la-mia-pazienza-ha-dei-limiti,2007-06-03T15:50:35,UPDATE
042422c1-e9f6-4b7c-8535-a89dcb98f370,faith-and-light-newsletter-no-18,1978-09-13T00:00:00,ac8a47f2-f971-4abe-b2d2-e33d742d2294,notiziario-fede-e-luce-n-18,1978-09-13T09:30:34,UPDATE
04353ca6-60e6-4447-ae94-ae98e5a54450,a-teacher-of-lettersgateway-to-life,2014-12-15T00:00:00,4d3303dd-3d02-4df9-a01d-f6c6cdb2ba30,insegnante-di-lettere-canale-della-vita,2014-12-15T13:09:23,UPDATE
04434c12-7aa2-4250-972b-f76be8fa2e24,jun-a-graphic-memoir,2024-02-19T00:00:00,806e878b-879b-4013-9ccc-6899ca59375b,jun-recensione,2024-02-19T22:46:13,UPDATE
0443dc97-1853-4358-9f76-f3b9ab9c3d43,two-new-faith-and-light-communities-celebrate-in-umbria,2016-09-16T00:00:00,6a20913f-7f0e-42c9-852a-1aece2f75e8c,nuove-comunita-fede-e-luce-festa-in-umbria,2016-09-16T11:36:14,UPDATE
04457d85-ed9c-4438-b437-5a2717a6e47a,in-praise-of-fragility-a-review,2018-06-30T00:00:00,31696f07-9a15-4292-a4b4-d82786f06657,elogio-della-fragilita-recensione,2018-06-30T07:15:26,UPDATE
0451a133-9bb2-45bb-9493-6992ba111418,faith-and-light-regional-updates-issue-121,2013-03-10T00:00:00,28758841-7a0c-47a7-8bc7-529c5f297ca9,fede-e-luce-dalle-province-n-121,2013-03-10T15:01:04,UPDATE
04541828-91c2-4ac8-bdb1-46a2e3925d78,a-vacation-without-leaving-town,2005-06-17T00:00:00,fb263657-2579-41b6-9102-d19329f2e21c,qualche-idea-per-una-vacanza-senza-partire,2005-06-17T14:53:20,UPDATE
049ddfe6-19db-41df-bfb3-d12d71317b06,stolen-pensions,2012-03-16T00:00:00,add50370-efd9-48c0-9cac-352b0ef2138b,pensioni-rubate,2012-03-16T10:01:09,UPDATE
04a0b439-6f5d-43ba-b573-adecb8281166,that-precious-third-age,2001-06-17T00:00:00,635ee42a-9861-4562-84cc-d843c65b8f64,quella-terza-preziosa-eta,2001-06-17T17:20:32,UPDATE
04a8fcfb-9c81-47ca-9834-48b95a7e55a1,now-she-can-rest,1998-09-28T00:00:00,d79e7962-6358-4c10-8838-33db61a1363e,ora-puo-riposare,1998-09-28T14:08:47,UPDATE
04b05d3e-0fb5-4f21-b933-88a0516efe9e,the-year-of-the-tiger-begins,2010-01-17T00:00:00,39e5bc8b-355d-49e0-b2a3-286413f74d1c,inizio-dellanno-della-tigre,2010-01-17T08:19:56,UPDATE
04bccf21-571f-4934-8b60-e7e34052e7fd,twenty-years-of-il-carro,2010-09-30T00:00:00,5f0f1c3c-eed3-4a4c-89a5-ac2ad354e478,20-anni-del-carro,2010-09-30T16:26:59,UPDATE
04db3328-c28f-43e8-94ae-c22207d5b127,after-me-the-flood-a-musical-comedy-from-the-faith-and-light-group-of-san-paolo,1981-06-16T00:00:00,1f5c7c0a-c892-4d0c-8e67-9eda8a1fc072,dopo-di-me-il-diluvio-commedia-musicale-del-gruppo-fede-e-luce-di-san-paolo,1981-06-16T17:24:34,UPDATE
0502ae60-c8f3-4b4e-a0b9-7aa61eeb262b,how-faith-and-light-teams-work-together,2003-03-13T00:00:00,3598f8e6-9b70-4eaf-8354-221881763b1e,come-si-fa-fede-e-luce-il-lavoro-in-equipe,2003-03-13T15:09:18,UPDATE
050c231d-501c-4b77-8eef-d731e6201765,journey-of-unchanged-affection-celebrating-24-years-of-faith-and-light,2007-12-10T19:33:38,9f5dd50c-cf7e-4a57-bf80-dd7e2f40a71a,una-grande-famiglia,2007-12-10T19:33:38,SKIP
050eefaf-d38e-4539-8684-1d6bce1e12dd,four-days-hand-in-hand,2016-12-16T00:00:00,e90f016b-ce94-4c2b-8d93-606caf2d999e,quattro-giorni-mano-nella-mano,2016-12-16T10:00:14,UPDATE
0532f879-7357-466f-a219-b508db42521b,don-gnocchi-a-life-for-others-book-review,2017-06-28T00:00:00,c8d2945c-966c-4beb-a911-24107c69a953,don-gnocchi-una-vita-spesa-per-gli-altri-recensione,2017-06-28T09:06:23,UPDATE
0538ceeb-295c-4356-9cbf-79815c1edf78,special-olympics-in-sibari-where-everything-is-different-from-everything,2010-03-16T00:00:00,02b4030d-9b84-4a5c-af27-309cea2a9671,special-olympics-dove-tutto-e-diverso-da-tutto,2010-03-16T16:21:10,UPDATE
0543dc1c-ff3f-474c-b4ea-75d6adc5a484,behavioral-therapy-teacch-vs-aba,2006-09-27T00:00:00,27c498fa-aa37-493e-8b7e-df67f6e54efc,terapie-corpontamentali-teacch-vs-aba,2006-09-27T14:58:13,UPDATE
05475ec6-f50d-4f78-a2ce-cf173448ad33,another-way-of-seeing,2020-02-06T00:00:00,086453ff-3d98-4b29-86a8-816a8750a3a2,un-altro-sguardo,2020-02-06T23:18:48,UPDATE
055190b3-5d28-4bf8-9eef-691cb5fc0485,we-cannot-be-peter-pan-forever,2016-03-25T00:00:00,75bfb01f-9358-45db-8e8d-f30e58e94775,non-possiamo-restare-dei-peter-pan-a-vita,2016-03-25T11:50:53,UPDATE
05640d60-699d-4926-a19e-4cf527408655,like-penguins-in-the-desert-a-review,2013-06-10T00:00:00,8748dd50-69a5-4882-9950-e7a4a82a0a13,come-pinguini-nel-deserto-recensione,2013-06-10T15:00:04,UPDATE
0581ea16-504a-4338-a656-a5f5f486566a,the-language-of-flowers-a-review,2011-09-04T00:00:00,a9066d13-8267-4edb-b269-573055194f66,il-linguaggio-segreto-dei-fiori-recensione,2011-09-04T19:45:14,UPDATE
05e0fae8-5957-42bb-a7d5-a829808e6811,true-connections,2014-12-15T00:00:00,9fb9ccfa-2fbd-4ef0-807c-3d87474c85c1,relazioni-sincere,2014-12-15T07:13:23,UPDATE
05e20f40-5537-4182-bbab-0dc422883680,we-celebrate-the-birth-of-a-child-parents-of-children-with-disabilities,2003-03-13T00:00:00,a3335fbe-1bee-446f-aafa-21b413a91b2e,festeggiamo-la-nascita-di-un-bambino-genitori-di-ragazzi-con-disabilita,2003-03-13T16:52:16,UPDATE
05e3b9ba-50b9-4f52-ae57-a65fa5b5f455,paprika-a-cartoon-that-goes-beyond-disability,2018-03-14T00:00:00,2d01aa04-7c6f-4413-98bf-8f0093210608,paprika-la-serie-cartoni-supera-lhandicap,2018-03-14T11:24:18,UPDATE
0633c829-9174-451b-83a1-77150676ee7c,john-paul-ii-and-people-with-disabilities,2005-06-17T00:00:00,8e45bb0b-d8c0-423d-bd45-c8e70f1f8a96,giovanni-paolo-il-e-le-persone-disabili,2005-06-17T16:06:34,UPDATE
06780abb-ef94-487a-834b-e6be75dd8a4c,my-brother-in-his-shell,1993-03-18T00:00:00,2ddcbae2-6325-462c-96bb-e04648eb1ad3,mio-fratello-nel-suo-guscio,1993-03-18T11:28:35,UPDATE
0690a48f-ed6f-44f8-b206-a33870ee18d6,for-children-carlo,1997-12-15T00:00:00,dcc9c901-f5b2-4c54-a21b-83bc85ce1179,dedicato-ai-bambini-carlo,1997-12-15T17:55:10,UPDATE
06ae136e-2181-4999-abeb-a4ec32ad240f,liesje-my-daughter-book-review,2007-09-09T00:00:00,afca52f4-e1d0-4459-938a-4debb13b2796,liesje-mia-figlia-recensione,2007-09-09T15:02:09,UPDATE
06b47cab-8ebc-43e6-92af-abcb7eb7bd18,a-mother-of-normal-children,1975-08-01T00:00:00,1be4e3c5-9b63-4061-8bd3-519c9bea45d2,una-mamma-di-bambini-normali,1975-08-01T10:38:19,UPDATE
06d6e989-8979-4a2c-b40c-195a8e83d2cd,speaking-of-god-to-todays-childrena-review,2008-06-27T00:00:00,7cf437d9-98f7-4f8f-bb89-5ea333e7320b,parlare-di-dio-ai-bambini-di-oggi-recensione,2008-06-27T11:27:23,UPDATE
06fa5c9e-acf8-4715-82af-a6ee6acacad1,people-with-multiple-disabilities,1986-03-27T00:00:00,d75736a7-174b-4aa1-bdae-c232d18b1a76,scheda-le-persone-pluri-handicappate,1986-03-27T11:32:21,UPDATE
0703b94f-293a-42d9-9f5c-2f485b869a74,i-met-jesus-and-he-said-he-loved-me,2019-07-16T00:00:00,724cc439-6e38-4a4b-81de-c1a2a86446ad,ho-incontrato-gesu-mi-ha-detto-ti-voglio-bene,2019-07-16T08:44:00,UPDATE
0710a79d-c5a0-4d93-b315-1cc234ed0ef1,everyone-moves-better,1988-06-28T00:00:00,34b4a5dc-178a-4d1a-bdb3-fdea0e2428b3,poco-tanto-tutti-stanno-meglio-la-danza,1988-06-28T12:55:15,UPDATE
071f6466-60b2-475d-995b-4c58bbe4b81e,sex-education-for-people-with-handicaps,1995-03-16T00:00:00,f2cc57af-9aec-4376-895b-197a2c5a213f,leducazione-sessuale-delle-persone-handicappate,1995-03-16T21:24:58,UPDATE
073577a1-6056-4310-807d-0e8fbe8014bd,do-we-dare-trigger-the-avalanche,2021-07-28T00:00:00,f286416e-e4e9-4e39-8169-8549bb429f90,inneschiamo-la-valanga,2021-07-28T06:44:40,UPDATE
073796d4-17b1-4fdb-9ed4-f27b2a8793b3,the-immense-gift-called-vaccine,2021-10-29T00:00:00,02b6d565-e218-4374-a508-c0091b091d98,quel-regalo-immenso-chiamato-vaccino,2021-10-29T08:42:52,UPDATE
07598f77-3a43-444f-8648-65b7f9035105,why-we-fear-the-migrantand-what-it-says-about-us,2017-06-28T00:00:00,232191a7-b554-4fbe-82cd-a8abde5781a5,insolito-ragionamento-sul-migrante,2017-06-28T11:35:23,UPDATE
075b2bf5-afe5-426f-9cc2-29c3d4155271,open-dialogue-no-53,1996-03-03T00:00:00,0096aa03-dc71-42eb-b3d6-04f88db6a338,dialogo-aperto-n-53,1996-03-03T10:34:55,UPDATE
077361ae-3382-4020-b141-e122026a3614,a-visit-to-loyola-university-rome,2023-05-05T00:00:00,32ae57ca-77d2-487e-821e-9be43cfa6a75,al-loyola-university-rome-center,2023-05-05T11:07:32,UPDATE
0788a413-e2ed-462f-8e69-f44bc6124a83,the-courage-to-change-b23f,2019-07-25T00:00:00,b23f7f2e-7702-4ae8-a12c-b1e9835b0e69,il-coraggio-di-cambiare,2019-07-25T07:32:01,UPDATE
078c4525-09e2-41d0-8b0e-f25914349710,i-chose-my-brother,1985-03-30T00:00:00,155b2404-32bb-4905-b502-4844d54499b4,ho-scelto-mio-fratello,1985-03-30T13:52:13,UPDATE
078d5718-bd49-4d4b-ab46-3458f1d69a50,nourishing-dreams,2025-11-01T00:00:00,95d10373-14dc-4149-bc9f-f7b78401d146,nutrire-sogni,2025-11-01T14:11:11,UPDATE
078eb7a2-5765-4484-aa3e-b9ec9a8668a6,julia-jean-and-the-tyranny-of-normal,2011-12-04T00:00:00,06ba4ef9-aa9e-47cd-bdd0-881c7daaaa51,julia-jean-e-la-tirannia-della-normalita,2011-12-04T09:55:14,UPDATE
0795c75e-cd28-47e2-bfbd-d8789180375b,open-dialogue-no-148,2020-01-03T00:00:00,2cede190-56cd-4184-b29e-2bb519604e92,dialogo-aperto-n-148,2020-01-03T11:57:15,UPDATE
07a52278-d733-43f4-b071-67b8fa9d6f5e,a-fathers-calling,2015-03-19T00:00:00,137c2bd4-8b7a-4742-808e-b63dd55b3d47,la-covazione-di-un-papa,2015-03-19T12:45:08,UPDATE
07c795e7-c137-41b9-a612-f9cb28d1a450,so-that-no-one-is-left-behind,1992-09-12T00:00:00,2d55b0b3-8d09-40a8-bf78-b5aad4e7d5c4,perche-nessuno-sia-dimenticato,1992-09-12T13:11:21,UPDATE
07cd73c6-00d8-4c00-8556-b3e8b4411f1a,proud-of-myself,2023-02-15T00:00:00,84cb3db9-84d0-4ec1-a400-fb0082a03d0f,fiera-di-me-stessa,2023-02-15T10:21:26,UPDATE
07d5a098-1c53-4cc2-974b-7fe32977dde4,the-public-health-service-goes-to-the-mountains,2000-06-20T00:00:00,16a2ad8b-ac47-472c-9ffa-e2edd70170dd,la-asl-va-in-montagna,2000-06-20T16:35:32,UPDATE
07d7d027-4c0a-48a4-9611-b980b79ed383,i-want-my-sea-a-design-exhibition-by-students-and-people-with-disabilities,2018-10-30T00:00:00,4fef90f4-5f14-4a56-a5b0-7e6a8f63ff49,voglio-il-mio-mare-la-mostra-di-design-di-studenti-e-persone-disabili,2018-10-30T16:44:45,UPDATE
07ee7ed1-6b76-4f86-be66-967f31212bb6,horticultural-therapy-comes-to-alessandria,2018-06-26T00:00:00,eece2dba-0112-4eb4-9ecc-8d753dcf50da,la-forza-dellortoterapia-arriva-ad-alessandria,2018-06-26T11:05:08,UPDATE
081130d1-a197-4c00-9c1e-9df15ef91c3d,encounter-at-san-giuseppe-della-pace,,295940c7-5c2f-4d2c-87c7-2e2f10e7380a,vita-fede-e-luce-n-102-lincontro,,SKIP
