path,changed,issues,max_line_before,max_line_after,chars_before,chars_after
src/content/blog/en/OEL-164/qua-la-zampa-un-film-che-mi-ha-riportata-indietro-nel-tempo.md,no,monoblock_long_line,592,592,1676,1676
src/content/blog/en/OEL-164/to-leave-or-to-stay-migration-in-the-films-of-venice-80.md,no,monoblock_long_line,1959,1959,6836,6836
src/content/blog/en/OEL-164/together-a-san-pietro.md,no,monoblock_long_line,1162,1162,3241,3241
src/content/blog/en/OEL-168/come-vitamina-tra-la-gente.md,yes,monoblock_long_line,900,900,7486,7487
src/content/blog/en/OEL-168/consigli-per-i-film-delle-feste.md,no,monoblock_long_line,1108,1108,4522,4522
src/content/blog/en/OEL-168/dialogo-e-controversie-lorso-doro-e-gli-altri-film-da-vedere-della-berlinale-74.md,no,monoblock_long_line,2040,2040,6507,6507
src/content/blog/en/OEL-168/far-east-film-festival-2024-due-film-sulla-fragilita-da-hong-kong-e-taiwan.md,no,monoblock_long_line,1445,1445,3805,3805
src/content/blog/en/OEL-168/kripton-un-film-per-ribaltare-linvisibilita-dei-disturbi-mentali.md,no,monoblock_long_line,878,878,4232,4232
src/content/blog/en/OEL-168/per-una-giusta-rappresentazione.md,no,monoblock_long_line,902,902,3978,3978
src/content/blog/en/OEL-172/22-fun-mini-games-to-play-together.md,yes,monoblock_long_line,1727,1727,16623,16560
src/content/blog/en/OEL-172/a-fathers-camino-walking-side-by-side-with-my-autistic-son.md,yes,monoblock_long_line,548,548,4656,4657
src/content/blog/en/OEL-172/a-holiday-at-europing-an-accessible-paradise-in-tarquinia.md,no,monoblock_long_line,572,572,1909,1909
src/content/blog/en/OEL-172/a-light-in-pompei-a-journey-of-faith-and-friendship.md,no,monoblock_long_line,731,731,2119,2119
src/content/blog/en/OEL-172/between-voices-and-signs-when-language-shapes-connection.md,no,monoblock_long_line,1756,1756,4308,4308
src/content/blog/en/OEL-172/breaking-barriers-my-journey-as-an-autistic-actor.md,no,monoblock_long_line,932,932,4099,4099
src/content/blog/en/OEL-172/disney-my-way-a-summer-camp-full-of-joy-and-friendship.md,no,monoblock_long_line,764,764,2665,2665
src/content/blog/en/OEL-172/diving-into-storiesbut-never-alone.md,yes,monoblock_long_line,1237,1237,5375,5376
src/content/blog/en/OEL-172/edith-stein-and-the-courage-of-knowledge.md,no,,456,456,1796,1796
src/content/blog/en/OEL-172/faith-and-light-at-fifty-a-journey-still-burning-bright.md,yes,monoblock_long_line,1319,1319,4249,4250
src/content/blog/en/OEL-172/freedom-has-no-age.md,no,monoblock_long_line,639,639,2917,2917
src/content/blog/en/OEL-172/i-almost-gave-up.md,no,,358,358,1993,1993
src/content/blog/en/OEL-172/i-film-e-la-serie-da-vedere-durante-le-feste.md,no,monoblock_long_line,1273,1273,6505,6505
src/content/blog/en/OEL-172/i-made-this-movie-for-him-not-for-myself.md,no,monoblock_long_line,1355,1355,5595,5595
src/content/blog/en/OEL-172/il-ruolo-di-cura-quattro-film-alla-berlinale-che-ispirano-una-riflessione.md,no,monoblock_long_line,990,990,6481,6481
src/content/blog/en/OEL-172/inclusive-catechesis-when-faith-becomes-tactile.md,yes,monoblock_long_line,2227,620,6297,6294
src/content/blog/en/OEL-172/my-son-has-friends.md,yes,monoblock_long_line,526,526,2119,2120
src/content/blog/en/OEL-172/padel-for-autism-a-game-where-everyone-wins.md,yes,monoblock_long_line,1102,1102,3907,3908
src/content/blog/en/OEL-172/pilgrims-on-film-sacred-journeys-from-lourdes-to-mecca.md,no,,447,447,4765,4765
src/content/blog/en/OEL-172/testing-women-testing-the-fetus-recensione.md,yes,monoblock_long_line,693,693,871,870
src/content/blog/en/OEL-172/the-stories-we-tell.md,no,monoblock_long_line,864,864,5856,5856
src/content/blog/en/OEL-172/two-ways-of-pilgrimage-one-heart-of-faith.md,yes,monoblock_long_line,732,732,5044,5045
src/content/blog/en/OEL-172/venezia-82-quando-la-realta-ti-insegue-dentro-al-cinema.md,no,monoblock_long_line,2193,2193,11589,11589
src/content/blog/en/OEL-172/venezia-82-voci-dal-passato-film-che-cambiano-il-futuro.md,yes,monoblock_long_line,977,977,5112,5097
src/content/blog/en/OEL-172/working-at-the-restaurant-is-always-fun.md,no,,471,471,1987,1987
src/content/blog/en/OEL-32/faith-and-light-a-journey-of-hope-beyond-disabilities.md,yes,monoblock_long_line,967,967,6881,6880
src/content/blog/en/OEL-35/strategie-educative-nellautismo.md,yes,monoblock_long_line,3111,1796,3816,3816
src/content/blog/en/OEL-48/14-interactive-games-for-unforgettable-group-fun.md,yes,monoblock_long_line,1128,1128,18791,18747
src/content/blog/en/OEL-48/22-mini-giochi-da-fare-insieme.md,yes,monoblock_long_line,1992,1992,19728,19665
src/content/blog/en/OEL-48/come-costruire-il-futuro-delle-persone-disabili.md,yes,monoblock_long_line,1597,500,13531,13489
src/content/blog/en/OEL-56/care-sorelle-cari-fratelli.md,no,monoblock_long_line,1366,1366,8149,8149
src/content/blog/en/OEL-56/recensione-del-film-lottavo-giorno.md,yes,monoblock_long_line,1314,1314,4773,4772
src/content/blog/en/OEL-59/catalogo-ragionato-di-film-dedicati-al-tema-della-disabilita.md,no,monoblock_long_line,871,871,12794,12794
src/content/blog/en/OEL-59/la-loro-vita-nei-film.md,yes,monoblock_long_line,1919,1917,3439,3439
src/content/blog/en/OEL-60/non-voleva-bene-a-sofia.md,yes,monoblock_long_line,835,835,2252,2251
src/content/blog/en/OEL-69/a-proposito-di-sentimenti-parliamo-del-film-di-daniele-segre.md,yes,monoblock_long_line,1422,1422,8461,8461
src/content/blog/en/OEL-75/sottovento-un-film-da-vedere-recensione.md,yes,monoblock_long_line,1123,1123,4429,4428
src/content/blog/en/OEL-76/and-a-star-lights-up-from-fear-to-hope-navigating-a-changed-world-since-september-11.md,no,,422,422,2381,2381
src/content/blog/en/OEL-87/le-chiavi-di-casa-film.md,no,monoblock_long_line,772,772,3543,3543
src/content/blog/en/OEL-88/una-settimana-da-dio-senza-nulla-togliere-al-film.md,no,monoblock_long_line,2384,2384,4447,4447
src/content/blog/en/OEL-89/film-un-silenzio-particolare.md,no,monoblock_long_line,1364,1364,3462,3462
src/content/blog/en/OEL-9/care-sorelle-cari-fratelli-vi-scrivo.md,yes,monoblock_long_line,1269,1269,10892,10868
src/content/blog/en/OEL-90/le-chiavi-di-casa-recensione-film.md,no,monoblock_long_line,1292,1292,5809,5809
src/content/blog/en/OEL-96/con-tutte-le-mie-forze-special-olympics-youth-games.md,no,monoblock_long_line,2633,2633,2659,2659
src/content/blog/en/OEL-96/re-33-e-i-suoi-33-bottoni-doro-recensione.md,no,monoblock_long_line,1136,1136,1165,1165
src/content/blog/extra-web/amore-e-disabilita-facile-preda.md,yes,,439,439,1426,1425
src/content/blog/extra-web/anche-loro-hanno-una-propria-storia.md,yes,monoblock_long_line,2423,2423,9952,9926
src/content/blog/extra-web/catechesi-anche-per-le-persone-autistiche.md,yes,monoblock_long_line,4029,1553,10081,10088
src/content/blog/extra-web/chicchi-di-grano-dalla-bibbia.md,yes,monoblock_long_line,1077,1077,1103,1102
src/content/blog/extra-web/come-in-trappola-storia-di-un-bambino-con-un-deficit-dellattenzione-senza-iperattivita.md,yes,monoblock_long_line,602,602,5086,5078
src/content/blog/extra-web/creativita-al-servizio-dellhandicap.md,yes,monoblock_long_line,502,502,3612,3611
src/content/blog/extra-web/educare-alla-paternit-tra-ruoli-di-vita-e-trasformazioni-familiari.md,no,monoblock_long_line,561,561,2057,2057
src/content/blog/extra-web/educare-alla-paternita-tra-ruoli-di-vita-e-trasformazioni-familiari.md,no,monoblock_long_line,561,561,1995,1995
src/content/blog/extra-web/essere-vicini-a-chi-e-in-fin-di-vita.md,no,monoblock_long_line,823,823,6109,6109
src/content/blog/extra-web/fino-allultimo-respiro.md,yes,monoblock_long_line,1832,1830,1850,1850
src/content/blog/extra-web/gennaio-2003-trosly.md,yes,"author_bio_footer,monoblock_long_line",750,750,1397,1323
src/content/blog/extra-web/grazie-madre-pantanella.md,no,monoblock_long_line,748,748,3474,3474
src/content/blog/extra-web/il-chicco.md,yes,monoblock_long_line,1525,1525,5427,5426
src/content/blog/extra-web/in-pizzeria.md,yes,monoblock_long_line,1319,1319,6041,6040
src/content/blog/extra-web/io-sono-una-donna-perche-mi-chiami-handicappata.md,no,monoblock_long_line,1153,1153,5495,5495
src/content/blog/extra-web/itinerari-paralleli.md,no,monoblock_long_line,6280,6280,7746,7746
src/content/blog/extra-web/la-lotta-del-padre-cittadino.md,no,monoblock_long_line,2162,2162,5084,5084
src/content/blog/extra-web/la-tua-parola-e-per-tutti.md,no,monoblock_long_line,823,823,8865,8865
src/content/blog/extra-web/mi-trovo-bene-con-tutti.md,yes,monoblock_long_line,1572,1570,1600,1600
src/content/blog/extra-web/nicola-pintus-e-il-progetto-filippide.md,no,monoblock_long_line,1326,1326,6834,6834
src/content/blog/extra-web/pazienza-tenacia-anche-durezza.md,no,monoblock_long_line,981,981,3116,3116
src/content/blog/extra-web/per-voi-e-per-tutti-alcuni-consigli-pratici-perche-nessuno-si-senta-rifiutato.md,no,monoblock_long_line,921,921,4035,4035
src/content/blog/extra-web/piu-forti-di-loro-gli-scritti-dei-monaci-trappisti-uccisi-in-algeria.md,yes,monoblock_long_line,1362,1362,3375,3374
src/content/blog/extra-web/quando-mangiare-e-un-problema.md,yes,monoblock_long_line,876,876,7944,7935
src/content/blog/extra-web/smack-come-bacio.md,no,monoblock_long_line,3704,3704,5151,5151
src/content/blog/extra-web/sordo-cecit-conoscere-per-prevenire.md,no,,397,397,723,723
src/content/blog/extra-web/sordo-cecita-conoscere-per-prevenire.md,no,,271,271,719,719
src/content/blog/extra-web/un-figlio-a-sorpresa.md,no,monoblock_long_line,1704,1704,3013,3013
src/content/blog/extra-web/un-giorno-come-un-altro.md,no,monoblock_long_line,2359,2359,2759,2759
src/content/blog/extra-web/un-mondo-da-scoprire-camminando-e-fermandoci.md,no,monoblock_long_line,2521,2521,8243,8243
src/content/blog/extra-web/un-padre-rivela-il-dono-unico-di-suo-figlio.md,yes,monoblock_long_line,1686,1686,8454,8454
src/content/blog/extra-web/un-presepe-a-fede-e-luce.md,yes,monoblock_long_line,733,733,6548,6547
src/content/blog/extra-web/una-soluzione-per-i-malati-mentali-insieme-si-puo.md,yes,monoblock_long_line,950,950,7443,7442
src/content/blog/INS-11/a-te-bambino-mio.md,yes,,180,180,498,497
src/content/blog/INS-11/a-tutti-i-gruppi-fede-e-luce.md,no,,214,214,834,834
src/content/blog/INS-11/alfedena-1976-esperienze-di-vita-comunitaria.md,no,monoblock_long_line,527,527,5449,5449
src/content/blog/INS-11/alla-ricerca-delle-vere-vacanze-rompere-gli-schemi-e-scoprire-il-significato-profondo-del-riposo.md,no,,262,262,2816,2816
src/content/blog/INS-11/attivita-di-tempo-libero-e-vita-comunitaria.md,yes,"heading_attached,monoblock_long_line",808,808,6859,6852
src/content/blog/INS-11/ci-hanno-scritto-1.md,no,,332,332,877,877
src/content/blog/INS-11/ci-hanno-scritto-n11.md,yes,monoblock_long_line,1001,502,1942,1941
src/content/blog/INS-11/dedicato-ad-unamica.md,no,,158,158,931,931
src/content/blog/INS-11/dove-lo-prendo-tanto-amore.md,yes,monoblock_long_line,619,619,1257,1257
src/content/blog/INS-11/editoriale-parliamo-di-insieme.md,yes,monoblock_long_line,819,445,2599,2596
src/content/blog/INS-11/esperienze-estive-fra-arche-e-mary-mount.md,no,,407,407,2438,2438
src/content/blog/INS-11/esperienze-un-week-end-fuori-dallordinario.md,no,,390,390,1884,1884
src/content/blog/INS-11/festa-della-luce-1976.md,yes,,282,282,1118,1117
src/content/blog/INS-11/guidare-alla-luce-catechesi-sensoriale-per-una-vita-spirituale-inclusiva.md,yes,monoblock_long_line,630,630,5249,5248
src/content/blog/INS-11/i-bambini-autistici-una-guida-per-genitori-recensione.md,no,monoblock_long_line,507,507,1770,1770
src/content/blog/INS-11/i-piu-difficili.md,yes,monoblock_long_line,686,686,4437,4436
src/content/blog/INS-11/incontrarsi-il-venerdi.md,yes,,492,492,3746,3744
src/content/blog/INS-11/la-vecchia-signora-brontolona.md,no,monoblock_long_line,1467,1467,2193,2193
src/content/blog/INS-11/lettera-aperta-a-padre-michel-charpantier.md,no,monoblock_long_line,1868,1868,1912,1912
src/content/blog/INS-11/letture-consigliate-darti-la-vita-recensione.md,yes,monoblock_long_line,693,693,1508,1509
src/content/blog/INS-11/mi-sento-in-crisi.md,yes,monoblock_long_line,2424,2422,2461,2461
src/content/blog/INS-11/notiziario-di-fede-e-luce-n10-1976.md,no,,426,426,3178,3178
src/content/blog/INS-11/notiziario-fede-e-luce-dicembre-1976.md,no,monoblock_long_line,614,614,5051,5051
src/content/blog/INS-11/notiziario-fede-e-luce-il-resoconto-dellultima-festa-della-luce-e-altre-notizie-dal-movimento.md,yes,,496,496,5183,5181
src/content/blog/INS-11/pennellate-dai-centri-fede-e-luce.md,no,monoblock_long_line,768,768,2706,2706
src/content/blog/INS-11/per-la-nostra-riflessione-una-croce-di-carta-smerigliata.md,yes,monoblock_long_line,965,965,2507,2505
src/content/blog/INS-11/questestate-faremo.md,yes,,326,326,3223,3215
src/content/blog/INS-11/resoconto-della-riunione-internazionale-di-fede-e-luce.md,yes,monoblock_long_line,504,504,2720,2719
src/content/blog/INS-11/testimonianze-dai-campi-di-alfedena-1976.md,no,monoblock_long_line,1691,1691,5982,5982
src/content/blog/INS-11/un-angolino-di-arche.md,no,,239,239,850,850
src/content/blog/INS-11/un-metodo-efficace-per-leducazione-dei-bambini-con-disabilita.md,yes,monoblock_long_line,590,590,7464,7463
src/content/blog/INS-11/vedremo-mai-la-luce.md,yes,monoblock_long_line,513,513,2156,2155
src/content/blog/INS-11/viaggio-a-parma-del-1976-unesperienza-di-gioia-condivisione-e-scoperta-con-fede-e-luce.md,yes,monoblock_long_line,865,865,9860,9861
src/content/blog/INS-11/xavier-un-mio-un-nostro-nuovo-a-amico.md,yes,monoblock_long_line,1350,1350,1392,1392
src/content/blog/INS-15/attivita-di-fine-stagione-del-gruppo-san-paolo-di-roma.md,no,monoblock_long_line,816,816,6847,6847
src/content/blog/INS-15/bando-di-concorso-per-auto-adesivo-del-pellegrinaggio.md,yes,,170,170,896,894
src/content/blog/INS-15/bilancio-fede-e-luce-1976.md,no,,159,159,637,637
src/content/blog/INS-15/ci-hanno-scritto-n12.md,yes,monoblock_long_line,978,978,6954,6955
src/content/blog/INS-15/ci-hanno-scritto-n13.md,yes,monoblock_long_line,761,761,7539,7535
src/content/blog/INS-15/ci-hanno-scritto-n14.md,yes,,417,417,4790,4781
src/content/blog/INS-15/ci-hanno-scritto-n15.md,yes,monoblock_long_line,1386,1386,5486,5481
src/content/blog/INS-15/come-bere-un-bicchier-dacqua.md,yes,monoblock_long_line,1758,1758,3073,3071
src/content/blog/INS-15/come-nata-la-prima-casetta-fede-e-luce-storie-di-pennelli-e-appendiciti.md,yes,,397,397,5094,5093
src/content/blog/INS-15/cosa-si-fa-nelle-casette-di-fede-e-luce-le-risposte-di-chi-ce-stato.md,yes,"heading_attached,monoblock_long_line",696,696,11488,11489
src/content/blog/INS-15/cose-un-sacramento-cose-leucaristia-cose-la-confessione.md,no,monoblock_long_line,619,619,4741,4741
src/content/blog/INS-15/editoriale-amici-o-fratelli.md,no,,409,409,2694,2694
src/content/blog/INS-15/editoriale-auguri.md,no,monoblock_long_line,889,889,892,892
src/content/blog/INS-15/editoriale-lettera-aperta-agli-amici-di-fede-e-luce.md,no,,342,342,1854,1854
src/content/blog/INS-15/editoriale-vacanze.md,no,monoblock_long_line,2151,2151,2152,2152
src/content/blog/INS-15/esperienze-al-club-avance.md,no,monoblock_long_line,2460,2460,2487,2487
src/content/blog/INS-15/fede-e-luce-incontri-internazionali-e-nazionali-1977.md,yes,,324,324,2844,2841
src/content/blog/INS-15/gli-altri-un-figlio-subnormale-recensione-libro.md,no,monoblock_long_line,511,511,2018,2018
src/content/blog/INS-15/inno-alla-vita-di-una-handicappata.md,no,monoblock_long_line,1709,1709,1739,1739
src/content/blog/INS-15/leducazione-delle-persone-disabili-imparare-a-vestirsi.md,yes,monoblock_long_line,558,558,7715,7713
src/content/blog/INS-15/letture-consigliate-n14.md,yes,,499,499,1459,1458
src/content/blog/INS-15/mio-figlio-emanuele-la-straordinaria-esperienza-di-una-madre-recensione.md,yes,monoblock_long_line,874,874,2189,2187
src/content/blog/INS-15/notiziario-fede-e-luce-calendario-del-prossimo-anno.md,yes,monoblock_long_line,591,498,3411,3405
src/content/blog/INS-15/notiziario-fede-e-luce-n12-marzo-1977.md,no,monoblock_long_line,842,842,7353,7353
src/content/blog/INS-15/notiziario-fede-e-luce-n13.md,yes,monoblock_long_line,933,933,10106,10102
src/content/blog/INS-15/notiziario-fede-e-luce-n14.md,yes,,489,489,9736,9732
src/content/blog/INS-15/parliamo-di-ri-educazione.md,yes,,445,445,4242,4239
src/content/blog/INS-15/per-amore-di-anna-storia-vera-di-una-ragazza-autistica-recensione.md,no,monoblock_long_line,657,657,2991,2991
src/content/blog/INS-15/per-la-nostra-riflessione-milano-vederci-piu-chiaro.md,yes,monoblock_long_line,515,515,8144,8139
src/content/blog/INS-15/per-nostra-riflessione-la-comunione.md,yes,monoblock_long_line,1111,1111,3568,3566
src/content/blog/INS-15/scuola-e-disabilita-integrazione-ascoltiamo-le-testimonianze-di-due-mamme.md,yes,,483,483,7615,7613
src/content/blog/INS-15/tecniche-di-recupero-per-i-disabili-gravi-la-socializzazione.md,no,monoblock_long_line,1362,1362,7612,7612
